date,product_id,prod_type,sales_forecast,actual_sales
2025-03-21,SKU-0005,Electronics,6.74,11.62
2025-03-22,SKU-0005,Electronics,8.74,9.18
2025-03-23,SKU-0005,Electronics,11.0,11.33
2025-03-24,SKU-0005,Electronics,8.0,5.02
2025-03-25,SKU-0005,Electronics,11.06,15.58
2025-03-26,SKU-0005,Electronics,4.79,2.23
2025-03-27,SKU-0005,Electronics,7.6,5.19
2025-03-28,SKU-0005,Electronics,9.17,7.35
2025-03-29,SKU-0005,Electronics,14.12,17.1
2025-03-30,SKU-0005,Electronics,10.62,13.19
2025-03-31,SKU-0005,Electronics,10.37,8.96
2025-04-01,SKU-0005,Electronics,6.53,6.72
2025-04-02,SKU-0005,Electronics,9.88,10.23
2025-04-03,SKU-0005,Electronics,5.01,3.0
2025-04-04,SKU-0005,Electronics,8.01,7.82
2025-04-05,SKU-0005,Electronics,13.74,10.27
2025-04-06,SKU-0005,Electronics,11.21,14.93
2025-04-07,SKU-0005,Electronics,12.7,11.69
2025-04-08,SKU-0005,Electronics,9.14,10.57
2025-04-09,SKU-0005,Electronics,8.55,8.3
2025-04-10,SKU-0005,Electronics,9.03,2.7
2025-04-11,SKU-0005,Electronics,9.52,9.84
2025-04-12,SKU-0005,Electronics,9.34,14.46
2025-04-13,SKU-0005,Electronics,8.85,7.84
2025-04-14,SKU-0005,Electronics,12.14,10.06
2025-04-15,SKU-0005,Electronics,7.06,6.69
2025-04-16,SKU-0005,Electronics,9.84,10.36
2025-04-17,SKU-0005,Electronics,5.57,4.24
2025-04-18,SKU-0005,Electronics,6.94,6.75
2025-04-19,SKU-0005,Electronics,10.63,11.68
2025-04-20,SKU-0005,Electronics,6.64,9.3
2025-04-21,SKU-0005,Electronics,8.66,12.12
2025-04-22,SKU-0005,Electronics,9.04,11.79
2025-04-23,SKU-0005,Electronics,9.08,12.45
2025-04-24,SKU-0005,Electronics,9.19,8.95
2025-04-25,SKU-0005,Electronics,12.69,14.91
2025-04-26,SKU-0005,Electronics,10.92,7.73
2025-04-27,SKU-0005,Electronics,7.6,8.34
2025-04-28,SKU-0005,Electronics,8.43,6.9
2025-04-29,SKU-0005,Electronics,8.42,12.4
2025-04-30,SKU-0005,Electronics,9.53,6.68
2025-05-01,SKU-0005,Electronics,7.92,5.9
2025-05-02,SKU-0005,Electronics,7.36,6.33
2025-05-03,SKU-0005,Electronics,8.81,5.67
2025-05-04,SKU-0005,Electronics,9.91,8.51
2025-05-05,SKU-0005,Electronics,2.27,7.41
2025-05-06,SKU-0005,Electronics,10.31,9.37
2025-05-07,SKU-0005,Electronics,8.17,5.24
2025-05-08,SKU-0005,Electronics,11.52,16.26
2025-05-09,SKU-0005,Electronics,8.44,11.0
2025-05-10,SKU-0005,Electronics,10.1,6.76
2025-05-11,SKU-0005,Electronics,9.33,9.66
2025-05-12,SKU-0005,Electronics,7.21,6.67
2025-05-13,SKU-0005,Electronics,7.94,7.74
2025-05-14,SKU-0005,Electronics,8.22,5.57
2025-05-15,SKU-0005,Electronics,6.68,3.47
2025-05-16,SKU-0005,Electronics,10.07,4.81
2025-05-17,SKU-0005,Electronics,12.04,15.51
2025-05-18,SKU-0005,Electronics,9.53,3.03
2025-05-19,SKU-0005,Electronics,7.39,7.23
2025-05-20,SKU-0005,Electronics,6.09,4.8
2025-05-21,SKU-0005,Electronics,11.17,12.83
2025-05-22,SKU-0005,Electronics,6.25,2.26
2025-05-23,SKU-0005,Electronics,7.45,6.91
2025-05-24,SKU-0005,Electronics,10.71,9.37
2025-05-25,SKU-0005,Electronics,11.14,15.98
2025-05-26,SKU-0005,Electronics,9.73,9.6
2025-05-27,SKU-0005,Electronics,7.73,6.83
2025-05-28,SKU-0005,Electronics,10.45,8.88
2025-05-29,SKU-0005,Electronics,8.18,8.31
2025-05-30,SKU-0005,Electronics,7.08,3.65
2025-05-31,SKU-0005,Electronics,10.35,10.19
2025-06-01,SKU-0005,Electronics,11.1,9.77
2025-06-02,SKU-0005,Electronics,10.52,8.33
2025-06-03,SKU-0005,Electronics,11.5,7.13
2025-06-04,SKU-0005,Electronics,8.94,10.13
2025-06-05,SKU-0005,Electronics,6.48,7.54
2025-06-06,SKU-0005,Electronics,10.63,5.08
2025-06-07,SKU-0005,Electronics,10.68,4.45
2025-06-08,SKU-0005,Electronics,8.15,12.22
2025-06-09,SKU-0005,Electronics,6.9,3.96
2025-06-10,SKU-0005,Electronics,7.66,12.83
2025-06-11,SKU-0005,Electronics,4.39,1.76
2025-06-12,SKU-0005,Electronics,11.05,15.69
2025-06-13,SKU-0005,Electronics,7.84,4.75
2025-06-14,SKU-0005,Electronics,13.85,17.83
2025-06-15,SKU-0005,Electronics,11.41,9.38
2025-06-16,SKU-0005,Electronics,7.94,7.54
2025-06-17,SKU-0005,Electronics,8.7,12.33
2025-06-18,SKU-0005,Electronics,9.8,7.1
2025-06-19,SKU-0005,Electronics,10.79,11.57
2025-06-20,SKU-0005,Electronics,9.41,13.07
2025-06-21,SKU-0005,Electronics,7.41,7.32
2025-06-22,SKU-0005,Electronics,8.97,5.05
2025-06-23,SKU-0005,Electronics,8.72,15.0
2025-06-24,SKU-0005,Electronics,4.34,4.26
2025-06-25,SKU-0005,Electronics,9.3,9.61
2025-06-26,SKU-0005,Electronics,7.79,4.54
2025-06-27,SKU-0005,Electronics,8.48,6.59
2025-06-28,SKU-0005,Electronics,5.23,8.22
2025-06-29,SKU-0005,Electronics,11.93,12.05
2025-06-30,SKU-0005,Electronics,8.46,11.15
2025-07-01,SKU-0005,Electronics,8.45,10.71
2025-07-02,SKU-0005,Electronics,7.4,10.68
2025-07-03,SKU-0005,Electronics,8.64,9.12
2025-07-04,SKU-0005,Electronics,5.45,6.17
2025-07-05,SKU-0005,Electronics,7.92,6.33
2025-07-06,SKU-0005,Electronics,8.35,5.69
2025-07-07,SKU-0005,Electronics,12.23,15.56
2025-07-08,SKU-0005,Electronics,11.82,8.77
2025-07-09,SKU-0005,Electronics,8.12,4.89
2025-07-10,SKU-0005,Electronics,6.59,4.29
2025-07-11,SKU-0005,Electronics,10.45,9.46
2025-07-12,SKU-0005,Electronics,11.7,13.21
2025-07-13,SKU-0005,Electronics,14.57,10.87
2025-07-14,SKU-0005,Electronics,10.48,13.35
2025-07-15,SKU-0005,Electronics,6.02,8.53
2025-07-16,SKU-0005,Electronics,8.63,8.06
2025-07-17,SKU-0005,Electronics,6.31,4.51
2025-07-18,SKU-0005,Electronics,12.05,12.06
2025-07-19,SKU-0005,Electronics,11.11,9.13
2025-07-20,SKU-0005,Electronics,8.38,11.08
2025-07-21,SKU-0005,Electronics,5.25,4.21
2025-07-22,SKU-0005,Electronics,8.01,8.29
2025-07-23,SKU-0005,Electronics,7.58,8.57
2025-07-24,SKU-0005,Electronics,9.33,11.16
2025-07-25,SKU-0005,Electronics,5.97,5.26
2025-07-26,SKU-0005,Electronics,11.91,14.15
2025-07-27,SKU-0005,Electronics,7.17,8.05
2025-07-28,SKU-0005,Electronics,3.97,4.09
2025-07-29,SKU-0005,Electronics,11.72,9.35
2025-07-30,SKU-0005,Electronics,6.26,8.17
2025-07-31,SKU-0005,Electronics,4.84,3.25
2025-08-01,SKU-0005,Electronics,9.11,7.53
2025-08-02,SKU-0005,Electronics,9.03,10.89
2025-08-03,SKU-0005,Electronics,10.74,11.4
2025-08-04,SKU-0005,Electronics,7.23,8.16
2025-08-05,SKU-0005,Electronics,7.66,8.81
2025-08-06,SKU-0005,Electronics,6.91,6.46
2025-08-07,SKU-0005,Electronics,5.93,5.84
2025-08-08,SKU-0005,Electronics,6.28,3.5
2025-08-09,SKU-0005,Electronics,10.0,10.53
2025-08-10,SKU-0005,Electronics,11.44,10.36
2025-08-11,SKU-0005,Electronics,8.71,10.09
2025-08-12,SKU-0005,Electronics,8.78,6.72
2025-08-13,SKU-0005,Electronics,8.19,9.1
2025-08-14,SKU-0005,Electronics,7.91,2.69
2025-08-15,SKU-0005,Electronics,8.21,13.74
2025-08-16,SKU-0005,Electronics,8.74,6.92
2025-08-17,SKU-0005,Electronics,10.6,11.38
2025-08-18,SKU-0005,Electronics,10.27,7.12
2025-08-19,SKU-0005,Electronics,9.34,10.82
2025-08-20,SKU-0005,Electronics,7.6,8.44
2025-08-21,SKU-0005,Electronics,9.94,12.12
2025-08-22,SKU-0005,Electronics,5.59,7.64
2025-08-23,SKU-0005,Electronics,9.32,9.5
2025-08-24,SKU-0005,Electronics,9.99,9.61
2025-08-25,SKU-0005,Electronics,10.25,10.05
2025-08-26,SKU-0005,Electronics,5.63,4.65
2025-08-27,SKU-0005,Electronics,8.23,11.3
2025-08-28,SKU-0005,Electronics,9.07,6.95
2025-08-29,SKU-0005,Electronics,12.84,13.5
2025-08-30,SKU-0005,Electronics,11.99,11.61
2025-08-31,SKU-0005,Electronics,10.89,12.99
2025-09-01,SKU-0005,Electronics,10.3,12.94
2025-09-02,SKU-0005,Electronics,9.6,8.82
2025-09-03,SKU-0005,Electronics,6.71,7.55
2025-09-04,SKU-0005,Electronics,9.72,9.17
2025-09-05,SKU-0005,Electronics,9.99,13.62
2025-09-06,SKU-0005,Electronics,7.59,5.5
2025-09-07,SKU-0005,Electronics,9.54,10.3
2025-09-08,SKU-0005,Electronics,6.8,10.18
2025-09-09,SKU-0005,Electronics,8.7,8.8
2025-09-10,SKU-0005,Electronics,4.98,1.69
2025-09-11,SKU-0005,Electronics,8.41,3.08
2025-09-12,SKU-0005,Electronics,9.87,9.48
2025-09-13,SKU-0005,Electronics,15.9,21.67
2025-09-14,SKU-0005,Electronics,9.45,9.18
2025-09-15,SKU-0005,Electronics,9.84,14.09
2025-09-16,SKU-0005,Electronics,4.57,0.1
2025-09-17,SKU-0005,Electronics,6.6,8.06
2025-09-18,SKU-0005,Electronics,8.84,11.51
2025-09-19,SKU-0005,Electronics,5.44,0.0
2025-09-20,SKU-0005,Electronics,11.13,9.06
2025-09-21,SKU-0005,Electronics,5.77,6.13
2025-09-22,SKU-0005,Electronics,9.43,9.12
2025-09-23,SKU-0005,Electronics,6.93,6.53
2025-09-24,SKU-0005,Electronics,7.1,3.73
2025-09-25,SKU-0005,Electronics,6.41,7.71
2025-09-26,SKU-0005,Electronics,8.48,8.9
2025-09-27,SKU-0005,Electronics,7.42,6.96
2025-09-28,SKU-0005,Electronics,5.45,5.89
2025-09-29,SKU-0005,Electronics,10.7,7.01
2025-09-30,SKU-0005,Electronics,6.67,7.49
2025-01-01,SKU-0006,Electronics,10.51,9.39
2025-01-02,SKU-0006,Electronics,6.62,1.7
2025-01-03,SKU-0006,Electronics,8.22,13.32
2025-01-04,SKU-0006,Electronics,10.17,10.11
2025-01-05,SKU-0006,Electronics,10.66,10.63
2025-01-06,SKU-0006,Electronics,6.39,8.45
2025-01-07,SKU-0006,Electronics,8.47,8.51
2025-01-08,SKU-0006,Electronics,6.07,9.33
2025-01-09,SKU-0006,Electronics,9.35,7.97
2025-01-10,SKU-0006,Electronics,10.03,8.79
2025-01-11,SKU-0006,Electronics,8.07,6.17
2025-01-12,SKU-0006,Electronics,6.5,7.68
2025-01-13,SKU-0006,Electronics,4.37,1.3
2025-01-14,SKU-0006,Electronics,3.89,3.67
2025-01-15,SKU-0006,Electronics,7.74,6.92
2025-01-16,SKU-0006,Electronics,5.96,3.03
2025-01-17,SKU-0006,Electronics,8.97,7.6
2025-01-18,SKU-0006,Electronics,10.29,8.08
2025-01-19,SKU-0006,Electronics,10.43,13.68
2025-01-20,SKU-0006,Electronics,9.23,8.2
2025-01-21,SKU-0006,Electronics,8.57,7.97
2025-01-22,SKU-0006,Electronics,8.07,7.26
2025-01-23,SKU-0006,Electronics,7.73,8.26
2025-01-24,SKU-0006,Electronics,6.08,3.54
2025-01-25,SKU-0006,Electronics,6.9,2.9
2025-01-26,SKU-0006,Electronics,7.65,8.05
2025-01-27,SKU-0006,Electronics,6.29,7.57
2025-01-28,SKU-0006,Electronics,8.14,3.22
2025-01-29,SKU-0006,Electronics,9.39,11.41
2025-01-30,SKU-0006,Electronics,6.09,7.14
2025-01-31,SKU-0006,Electronics,6.37,6.61
2025-02-01,SKU-0006,Electronics,7.17,2.69
2025-02-02,SKU-0006,Electronics,9.34,9.03
2025-02-03,SKU-0006,Electronics,7.29,4.33
2025-02-04,SKU-0006,Electronics,7.29,7.96
2025-02-05,SKU-0006,Electronics,8.0,8.46
2025-02-06,SKU-0006,Electronics,6.75,9.68
2025-02-07,SKU-0006,Electronics,5.75,6.96
2025-02-08,SKU-0006,Electronics,12.08,13.29
2025-02-09,SKU-0006,Electronics,9.72,8.4
2025-02-10,SKU-0006,Electronics,10.18,6.62
2025-02-11,SKU-0006,Electronics,6.17,5.17
2025-02-12,SKU-0006,Electronics,10.58,11.53
2025-02-13,SKU-0006,Electronics,6.17,5.4
2025-02-14,SKU-0006,Electronics,6.88,5.11
2025-02-15,SKU-0006,Electronics,11.69,8.27
2025-02-16,SKU-0006,Electronics,13.36,15.43
2025-02-17,SKU-0006,Electronics,10.3,9.14
2025-02-18,SKU-0006,Electronics,7.82,4.24
2025-02-19,SKU-0006,Electronics,7.07,8.31
2025-02-20,SKU-0006,Electronics,10.72,7.95
2025-02-21,SKU-0006,Electronics,7.39,7.02
2025-02-22,SKU-0006,Electronics,6.96,8.44
2025-02-23,SKU-0006,Electronics,8.71,8.22
2025-02-24,SKU-0006,Electronics,7.23,5.25
2025-02-25,SKU-0006,Electronics,8.12,7.58
2025-02-26,SKU-0006,Electronics,7.39,5.57
2025-02-27,SKU-0006,Electronics,8.77,12.91
2025-02-28,SKU-0006,Electronics,8.42,10.91
2025-03-01,SKU-0006,Electronics,6.98,7.38
2025-03-02,SKU-0006,Electronics,7.98,4.29
2025-03-03,SKU-0006,Electronics,6.66,9.64
2025-03-04,SKU-0006,Electronics,10.04,10.65
2025-03-05,SKU-0006,Electronics,5.08,4.59
2025-03-06,SKU-0006,Electronics,8.75,9.19
2025-03-07,SKU-0006,Electronics,4.46,2.23
2025-03-08,SKU-0006,Electronics,9.65,10.99
2025-03-09,SKU-0006,Electronics,5.79,5.39
2025-03-10,SKU-0006,Electronics,8.43,10.56
2025-03-11,SKU-0006,Electronics,9.54,10.99
2025-03-12,SKU-0006,Electronics,6.55,1.78
2025-03-13,SKU-0006,Electronics,7.37,9.87
2025-03-14,SKU-0006,Electronics,10.94,12.72
2025-03-15,SKU-0006,Electronics,10.64,11.59
2025-03-16,SKU-0006,Electronics,9.08,8.75
2025-03-17,SKU-0006,Electronics,11.49,9.14
2025-03-18,SKU-0006,Electronics,11.38,10.58
2025-03-19,SKU-0006,Electronics,10.81,7.29
2025-03-20,SKU-0006,Electronics,9.33,7.49
2025-03-21,SKU-0006,Electronics,5.33,5.87
2025-03-22,SKU-0006,Electronics,11.81,9.7
2025-03-23,SKU-0006,Electronics,7.2,6.97
2025-03-24,SKU-0006,Electronics,7.98,9.35
2025-03-25,SKU-0006,Electronics,10.06,9.91
2025-03-26,SKU-0006,Electronics,11.87,12.43
2025-03-27,SKU-0006,Electronics,7.47,3.44
2025-03-28,SKU-0006,Electronics,7.63,6.79
2025-03-29,SKU-0006,Electronics,11.71,12.87
2025-03-30,SKU-0006,Electronics,7.84,8.27
2025-03-31,SKU-0006,Electronics,9.5,13.32
2025-04-01,SKU-0006,Electronics,9.94,11.84
2025-04-02,SKU-0006,Electronics,8.28,9.25
2025-04-03,SKU-0006,Electronics,10.66,7.33
2025-04-04,SKU-0006,Electronics,7.46,5.53
2025-04-05,SKU-0006,Electronics,10.55,13.63
2025-04-06,SKU-0006,Electronics,9.01,3.03
2025-04-07,SKU-0006,Electronics,7.33,9.62
2025-04-08,SKU-0006,Electronics,9.23,10.3
2025-04-09,SKU-0006,Electronics,7.6,4.4
2025-04-10,SKU-0006,Electronics,9.19,7.1
2025-04-11,SKU-0006,Electronics,12.53,13.95
2025-04-12,SKU-0006,Electronics,8.63,7.1
2025-04-13,SKU-0006,Electronics,10.01,9.41
2025-04-14,SKU-0006,Electronics,10.39,10.86
2025-04-15,SKU-0006,Electronics,6.69,11.42
2025-04-16,SKU-0006,Electronics,8.25,10.18
2025-04-17,SKU-0006,Electronics,6.94,7.85
2025-04-18,SKU-0006,Electronics,8.78,4.05
2025-04-19,SKU-0006,Electronics,13.81,17.04
2025-04-20,SKU-0006,Electronics,9.4,6.64
2025-04-21,SKU-0006,Electronics,8.85,9.06
2025-04-22,SKU-0006,Electronics,8.86,9.34
2025-04-23,SKU-0006,Electronics,9.16,12.78
2025-04-24,SKU-0006,Electronics,9.28,6.66
2025-04-25,SKU-0006,Electronics,10.87,14.97
2025-04-26,SKU-0006,Electronics,16.08,13.27
2025-04-27,SKU-0006,Electronics,10.67,5.46
2025-04-28,SKU-0006,Electronics,9.25,7.88
2025-04-29,SKU-0006,Electronics,11.99,10.05
2025-04-30,SKU-0006,Electronics,4.76,3.58
2025-05-01,SKU-0006,Electronics,4.19,6.07
2025-05-02,SKU-0006,Electronics,4.01,4.08
2025-05-03,SKU-0006,Electronics,5.61,4.81
2025-05-04,SKU-0006,Electronics,13.46,14.36
2025-05-05,SKU-0006,Electronics,6.41,6.33
2025-05-06,SKU-0006,Electronics,8.17,9.35
2025-05-07,SKU-0006,Electronics,5.4,6.88
2025-05-08,SKU-0006,Electronics,2.72,1.15
2025-05-09,SKU-0006,Electronics,7.15,8.73
2025-05-10,SKU-0006,Electronics,9.8,6.28
2025-05-11,SKU-0006,Electronics,8.18,8.68
2025-05-12,SKU-0006,Electronics,7.96,6.52
2025-05-13,SKU-0006,Electronics,7.16,8.9
2025-05-14,SKU-0006,Electronics,7.08,6.86
2025-05-15,SKU-0006,Electronics,12.46,8.9
2025-05-16,SKU-0006,Electronics,4.41,6.37
2025-05-17,SKU-0006,Electronics,8.38,7.58
2025-05-18,SKU-0006,Electronics,8.58,7.93
2025-05-19,SKU-0006,Electronics,11.31,13.31
2025-05-20,SKU-0006,Electronics,9.83,6.29
2025-05-21,SKU-0006,Electronics,5.8,0.0
2025-05-22,SKU-0006,Electronics,6.48,8.88
2025-05-23,SKU-0006,Electronics,9.13,8.58
2025-05-24,SKU-0006,Electronics,9.67,7.95
2025-05-25,SKU-0006,Electronics,10.53,12.44
2025-05-26,SKU-0006,Electronics,4.86,5.61
2025-05-27,SKU-0006,Electronics,9.96,8.92
2025-05-28,SKU-0006,Electronics,9.49,16.53
2025-05-29,SKU-0006,Electronics,7.88,8.86
2025-05-30,SKU-0006,Electronics,6.61,7.06
2025-05-31,SKU-0006,Electronics,10.62,11.11
2025-06-01,SKU-0006,Electronics,8.06,8.58
2025-06-02,SKU-0006,Electronics,11.0,12.12
2025-06-03,SKU-0006,Electronics,10.0,9.41
2025-06-04,SKU-0006,Electronics,9.57,10.27
2025-06-05,SKU-0006,Electronics,6.17,6.96
2025-06-06,SKU-0006,Electronics,6.08,4.5
2025-06-07,SKU-0006,Electronics,10.06,10.8
2025-06-08,SKU-0006,Electronics,7.7,10.34
2025-06-09,SKU-0006,Electronics,9.2,7.44
2025-06-10,SKU-0006,Electronics,4.98,4.62
2025-06-11,SKU-0006,Electronics,7.16,7.45
2025-06-12,SKU-0006,Electronics,7.33,2.31
2025-06-13,SKU-0006,Electronics,7.27,6.51
2025-06-14,SKU-0006,Electronics,10.92,9.18
2025-06-15,SKU-0006,Electronics,13.41,8.63
2025-06-16,SKU-0006,Electronics,10.66,10.1
2025-06-17,SKU-0006,Electronics,9.76,9.96
2025-06-18,SKU-0006,Electronics,10.32,9.35
2025-06-19,SKU-0006,Electronics,5.84,9.39
2025-06-20,SKU-0006,Electronics,7.8,8.36
2025-06-21,SKU-0006,Electronics,12.1,9.52
2025-06-22,SKU-0006,Electronics,11.22,9.75
2025-06-23,SKU-0006,Electronics,7.76,7.94
2025-06-24,SKU-0006,Electronics,5.02,3.07
2025-06-25,SKU-0006,Electronics,10.72,12.94
2025-06-26,SKU-0006,Electronics,7.89,8.5
2025-06-27,SKU-0006,Electronics,7.42,10.82
2025-06-28,SKU-0006,Electronics,9.21,9.79
2025-06-29,SKU-0006,Electronics,12.3,10.36
2025-06-30,SKU-0006,Electronics,11.12,7.3
2025-07-01,SKU-0006,Electronics,11.26,10.33
2025-07-02,SKU-0006,Electronics,7.51,2.79
2025-07-03,SKU-0006,Electronics,7.09,4.49
2025-07-04,SKU-0006,Electronics,6.78,6.43
2025-07-05,SKU-0006,Electronics,11.5,12.02
2025-07-06,SKU-0006,Electronics,10.6,7.86
2025-07-07,SKU-0006,Electronics,6.22,10.72
2025-07-08,SKU-0006,Electronics,6.51,10.65
2025-07-09,SKU-0006,Electronics,7.49,7.5
2025-07-10,SKU-0006,Electronics,10.12,13.3
2025-07-11,SKU-0006,Electronics,7.75,6.78
2025-07-12,SKU-0006,Electronics,9.45,10.3
2025-07-13,SKU-0006,Electronics,11.74,11.75
2025-07-14,SKU-0006,Electronics,9.2,13.3
2025-07-15,SKU-0006,Electronics,8.73,9.5
2025-07-16,SKU-0006,Electronics,4.92,0.0
2025-07-17,SKU-0006,Electronics,8.73,8.5
2025-07-18,SKU-0006,Electronics,6.93,7.53
2025-07-19,SKU-0006,Electronics,9.42,12.24
2025-07-20,SKU-0006,Electronics,10.11,8.24
2025-07-21,SKU-0006,Electronics,9.93,9.38
2025-07-22,SKU-0006,Electronics,9.0,7.8
2025-07-23,SKU-0006,Electronics,6.64,6.85
2025-07-24,SKU-0006,Electronics,7.97,9.16
2025-07-25,SKU-0006,Electronics,7.4,2.81
2025-07-26,SKU-0006,Electronics,8.66,10.64
2025-07-27,SKU-0006,Electronics,9.32,8.7
2025-07-28,SKU-0006,Electronics,9.9,8.12
2025-07-29,SKU-0006,Electronics,4.84,4.44
2025-07-30,SKU-0006,Electronics,6.96,4.54
2025-07-31,SKU-0006,Electronics,7.57,8.8
2025-08-01,SKU-0006,Electronics,7.9,8.67
2025-08-02,SKU-0006,Electronics,13.13,12.27
2025-08-03,SKU-0006,Electronics,10.45,9.18
2025-08-04,SKU-0006,Electronics,6.22,4.76
2025-08-05,SKU-0006,Electronics,6.95,7.85
2025-08-06,SKU-0006,Electronics,12.61,10.82
2025-08-07,SKU-0006,Electronics,7.07,6.91
2025-08-08,SKU-0006,Electronics,8.7,9.35
2025-08-09,SKU-0006,Electronics,12.05,5.98
2025-08-10,SKU-0006,Electronics,5.1,3.86
2025-08-11,SKU-0006,Electronics,10.09,6.18
2025-08-12,SKU-0006,Electronics,1.88,3.31
2025-08-13,SKU-0006,Electronics,8.38,5.65
2025-08-14,SKU-0006,Electronics,5.92,3.5
2025-08-15,SKU-0006,Electronics,8.11,6.54
2025-08-16,SKU-0006,Electronics,10.45,3.32
2025-08-17,SKU-0006,Electronics,8.14,5.33
2025-08-18,SKU-0006,Electronics,7.37,6.03
2025-08-19,SKU-0006,Electronics,9.48,4.83
2025-08-20,SKU-0006,Electronics,7.97,9.37
2025-08-21,SKU-0006,Electronics,11.59,10.39
2025-08-22,SKU-0006,Electronics,8.52,4.02
2025-08-23,SKU-0006,Electronics,4.67,6.78
2025-08-24,SKU-0006,Electronics,9.83,12.78
2025-08-25,SKU-0006,Electronics,5.12,6.42
2025-08-26,SKU-0006,Electronics,11.61,12.66
2025-08-27,SKU-0006,Electronics,8.42,8.44
2025-08-28,SKU-0006,Electronics,4.72,8.11
2025-08-29,SKU-0006,Electronics,6.64,7.9
2025-08-30,SKU-0006,Electronics,6.31,3.36
2025-08-31,SKU-0006,Electronics,12.7,11.83
2025-09-01,SKU-0006,Electronics,10.77,10.57
2025-09-02,SKU-0006,Electronics,4.18,6.41
2025-09-03,SKU-0006,Electronics,6.68,8.42
2025-09-04,SKU-0006,Electronics,7.91,4.05
2025-09-05,SKU-0006,Electronics,8.18,13.67
2025-09-06,SKU-0006,Electronics,10.41,10.27
2025-09-07,SKU-0006,Electronics,11.97,12.49
2025-09-08,SKU-0006,Electronics,8.27,5.54
2025-09-09,SKU-0006,Electronics,8.32,10.91
2025-09-10,SKU-0006,Electronics,6.18,9.74
2025-09-11,SKU-0006,Electronics,7.67,5.45
2025-09-12,SKU-0006,Electronics,9.84,9.13
2025-09-13,SKU-0006,Electronics,10.94,10.21
2025-09-14,SKU-0006,Electronics,9.69,10.92
2025-09-15,SKU-0006,Electronics,8.43,3.44
2025-09-16,SKU-0006,Electronics,5.6,7.93
2025-09-17,SKU-0006,Electronics,7.58,6.27
2025-09-18,SKU-0006,Electronics,5.13,2.43
2025-09-19,SKU-0006,Electronics,3.8,3.55
2025-09-20,SKU-0006,Electronics,8.21,5.8
2025-09-21,SKU-0006,Electronics,9.67,10.58
2025-09-22,SKU-0006,Electronics,12.03,8.25
2025-09-23,SKU-0006,Electronics,10.16,12.59
2025-09-24,SKU-0006,Electronics,6.28,6.79
2025-09-25,SKU-0006,Electronics,6.93,7.39
2025-09-26,SKU-0006,Electronics,10.86,12.37
2025-09-27,SKU-0006,Electronics,10.43,9.35
2025-09-28,SKU-0006,Electronics,6.83,6.31
2025-09-29,SKU-0006,Electronics,10.25,6.44
2025-09-30,SKU-0006,Electronics,5.73,6.05
2025-01-01,SKU-0007,Electronics,6.03,4.05
2025-01-02,SKU-0007,Electronics,7.16,3.74
2025-01-03,SKU-0007,Electronics,6.06,7.82
2025-01-04,SKU-0007,Electronics,7.0,3.0
2025-01-05,SKU-0007,Electronics,8.76,10.59
2025-01-06,SKU-0007,Electronics,7.62,6.46
2025-01-07,SKU-0007,Electronics,8.11,3.74
2025-01-08,SKU-0007,Electronics,9.01,9.97
2025-01-09,SKU-0007,Electronics,7.21,9.72
2025-01-10,SKU-0007,Electronics,5.77,8.59
2025-01-11,SKU-0007,Electronics,9.95,9.1
2025-01-12,SKU-0007,Electronics,10.0,9.73
2025-01-13,SKU-0007,Electronics,10.48,7.78
2025-01-14,SKU-0007,Electronics,6.51,9.1
2025-01-15,SKU-0007,Electronics,6.85,9.1
2025-01-16,SKU-0007,Electronics,11.44,10.44
2025-01-17,SKU-0007,Electronics,9.41,6.52
2025-01-18,SKU-0007,Electronics,11.17,11.67
2025-01-19,SKU-0007,Electronics,11.01,9.4
2025-01-20,SKU-0007,Electronics,4.73,5.99
2025-01-21,SKU-0007,Electronics,3.93,3.14
2025-01-22,SKU-0007,Electronics,9.94,10.42
2025-01-23,SKU-0007,Electronics,11.96,14.52
2025-01-24,SKU-0007,Electronics,6.76,6.82
2025-01-25,SKU-0007,Electronics,9.59,5.63
2025-01-26,SKU-0007,Electronics,8.21,6.8
2025-01-27,SKU-0007,Electronics,4.0,4.12
2025-01-28,SKU-0007,Electronics,7.58,3.39
2025-01-29,SKU-0007,Electronics,8.89,10.67
2025-01-30,SKU-0007,Electronics,8.53,7.72
2025-01-31,SKU-0007,Electronics,9.26,10.96
2025-02-01,SKU-0007,Electronics,10.32,8.25
2025-02-02,SKU-0007,Electronics,10.66,13.65
2025-02-03,SKU-0007,Electronics,6.9,12.14
2025-02-04,SKU-0007,Electronics,7.04,7.12
2025-02-05,SKU-0007,Electronics,6.75,7.31
2025-02-06,SKU-0007,Electronics,4.61,3.25
2025-02-07,SKU-0007,Electronics,5.91,6.25
2025-02-08,SKU-0007,Electronics,11.71,13.32
2025-02-09,SKU-0007,Electronics,5.38,10.49
2025-02-10,SKU-0007,Electronics,8.69,6.75
2025-02-11,SKU-0007,Electronics,8.42,8.86
2025-02-12,SKU-0007,Electronics,6.77,7.27
2025-02-13,SKU-0007,Electronics,6.89,5.88
2025-02-14,SKU-0007,Electronics,6.74,3.16
2025-02-15,SKU-0007,Electronics,10.03,11.49
2025-02-16,SKU-0007,Electronics,11.17,13.22
2025-02-17,SKU-0007,Electronics,8.77,7.43
2025-02-18,SKU-0007,Electronics,9.8,6.41
2025-02-19,SKU-0007,Electronics,6.32,3.91
